Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
15 ani, Feminin, Total, Botosani, Anul 2023, Numar persoane, 2460
15 ani, Feminin, Total, Iasi, Anul 2021, Numar persoane, 4909
15 ani, Feminin, Total, Iasi, Anul 2022, Numar persoane, 5180
15 ani, Feminin, Total, Iasi, Anul 2023, Numar persoane, 5379
15 ani, Feminin, Total, Neamt, Anul 2021, Numar persoane, 2653
15 ani, Feminin, Total, Neamt, Anul 2022, Numar persoane, 2698
15 ani, Feminin, Total, Neamt, Anul 2023, Numar persoane, 2718
15 ani, Feminin, Total, Suceava, Anul 2021, Numar persoane, 4030
15 ani, Feminin, Total, Suceava, Anul 2022, Numar persoane, 4091
15 ani, Feminin, Total, Suceava, Anul 2023, Numar persoane, 4151
15 ani, Feminin, Total, Vaslui, Anul 2021, Numar persoane, 2624
15 ani, Feminin, Total, Vaslui, Anul 2022, Numar persoane, 2650
15 ani, Feminin, Total, Vaslui, Anul 2023, Numar persoane, 2668
15 ani, Feminin, Total, Braila, Anul 2021, Numar persoane, 1533
15 ani, Feminin, Total, Braila, Anul 2022, Numar persoane, 1481
15 ani, Feminin, Total, Braila, Anul 2023, Numar persoane, 1468
15 ani, Feminin, Total, Buzau, Anul 2021, Numar persoane, 2263
15 ani, Feminin, Total, Buzau, Anul 2022, Numar persoane, 2246
15 ani, Feminin, Total, Buzau, Anul 2023, Numar persoane, 2257
15 ani, Feminin, Total, Constanta, Anul 2021, Numar persoane, 3525
15 ani, Feminin, Total, Constanta, Anul 2022, Numar persoane, 3716
15 ani, Feminin, Total, Constanta, Anul 2023, Numar persoane, 3938
15 ani, Feminin, Total, Galati, Anul 2021, Numar persoane, 2843
15 ani, Feminin, Total, Galati, Anul 2022, Numar persoane, 2904
15 ani, Feminin, Total, Galati, Anul 2023, Numar persoane, 2912
15 ani, Feminin, Total, Tulcea, Anul 2021, Numar persoane, 1107
15 ani, Feminin, Total, Tulcea, Anul 2022, Numar persoane, 1124
15 ani, Feminin, Total, Tulcea, Anul 2023, Numar persoane, 1121
15 ani, Feminin, Total, Vrancea, Anul 2021, Numar persoane, 1915
15 ani, Feminin, Total, Vrancea, Anul 2022, Numar persoane, 1952
15 ani, Feminin, Total, Vrancea, Anul 2023, Numar persoane, 2007
15 ani, Feminin, Total, Arges, Anul 2021, Numar persoane, 2891
15 ani, Feminin, Total, Arges, Anul 2022, Numar persoane, 2870
15 ani, Feminin, Total, Arges, Anul 2023, Numar persoane, 2808
15 ani, Feminin, Total, Calarasi, Anul 2021, Numar persoane, 1731
15 ani, Feminin, Total, Calarasi, Anul 2022, Numar persoane, 1731
15 ani, Feminin, Total, Calarasi, Anul 2023, Numar persoane, 1740
15 ani, Feminin, Total, Dambovita, Anul 2021, Numar persoane, 2696
15 ani, Feminin, Total, Dambovita, Anul 2022, Numar persoane, 2632
15 ani, Feminin, Total, Dambovita, Anul 2023, Numar persoane, 2598
15 ani, Feminin, Total, Giurgiu, Anul 2021, Numar persoane, 1391
15 ani, Feminin, Total, Giurgiu, Anul 2022, Numar persoane, 1419
15 ani, Feminin, Total, Giurgiu, Anul 2023, Numar persoane, 1449
15 ani, Feminin, Total, Ialomita, Anul 2021, Numar persoane, 1576
15 ani, Feminin, Total, Ialomita, Anul 2022, Numar persoane, 1635
15 ani, Feminin, Total, Ialomita, Anul 2023, Numar persoane, 1634
15 ani, Feminin, Total, Prahova, Anul 2021, Numar persoane, 3949
15 ani, Feminin, Total, Prahova, Anul 2022, Numar persoane, 3867
15 ani, Feminin, Total, Prahova, Anul 2023, Numar persoane, 3755
15 ani, Feminin, Total, Teleorman, Anul 2021, Numar persoane, 1618
15 ani, Feminin, Total, Teleorman, Anul 2022, Numar persoane, 1623
15 ani, Feminin, Total, Teleorman, Anul 2023, Numar persoane, 1615
15 ani, Feminin, Total, Ilfov, Anul 2021, Numar persoane, 2796
15 ani, Feminin, Total, Ilfov, Anul 2022, Numar persoane, 2959
15 ani, Feminin, Total, Ilfov, Anul 2023, Numar persoane, 3245
15 ani, Feminin, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 7525
15 ani, Feminin, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 7999
15 ani, Feminin, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 8252
15 ani, Feminin, Total, Dolj, Anul 2021, Numar persoane, 3019
15 ani, Feminin, Total, Dolj, Anul 2022, Numar persoane, 3055
15 ani, Feminin, Total, Dolj, Anul 2023, Numar persoane, 3138
15 ani, Feminin, Total, Gorj, Anul 2021, Numar persoane, 1636
15 ani, Feminin, Total, Gorj, Anul 2022, Numar persoane, 1628
15 ani, Feminin, Total, Gorj, Anul 2023, Numar persoane, 1603
15 ani, Feminin, Total, Mehedinti, Anul 2021, Numar persoane, 1226
15 ani, Feminin, Total, Mehedinti, Anul 2022, Numar persoane, 1206
15 ani, Feminin, Total, Mehedinti, Anul 2023, Numar persoane, 1226
15 ani, Feminin, Total, Olt, Anul 2021, Numar persoane, 1919
15 ani, Feminin, Total, Olt, Anul 2022, Numar persoane, 1966
15 ani, Feminin, Total, Olt, Anul 2023, Numar persoane, 1917
15 ani, Feminin, Total, Valcea, Anul 2021, Numar persoane, 1755
15 ani, Feminin, Total, Valcea, Anul 2022, Numar persoane, 1771
15 ani, Feminin, Total, Valcea, Anul 2023, Numar persoane, 1774
15 ani, Feminin, Total, Arad, Anul 2021, Numar persoane, 2197
15 ani, Feminin, Total, Arad, Anul 2022, Numar persoane, 2230
15 ani, Feminin, Total, Arad, Anul 2023, Numar persoane, 2252
15 ani, Feminin, Total, Caras-Severin, Anul 2021, Numar persoane, 1370
15 ani, Feminin, Total, Caras-Severin, Anul 2022, Numar persoane, 1276
15 ani, Feminin, Total, Caras-Severin, Anul 2023, Numar persoane, 1222
15 ani, Feminin, Total, Hunedoara, Anul 2021, Numar persoane, 1808
15 ani, Feminin, Total, Hunedoara, Anul 2022, Numar persoane, 1820
15 ani, Feminin, Total, Hunedoara, Anul 2023, Numar persoane, 1856
15 ani, Feminin, Total, Timis, Anul 2021, Numar persoane, 3198
15 ani, Feminin, Total, Timis, Anul 2022, Numar persoane, 3284
15 ani, Feminin, Total, Timis, Anul 2023, Numar persoane, 3410
15 ani, Feminin, Urban, Bihor, Anul 2021, Numar persoane, 1377
15 ani, Feminin, Urban, Bihor, Anul 2022, Numar persoane, 1334
15 ani, Feminin, Urban, Bihor, Anul 2023, Numar persoane, 1334
15 ani, Feminin, Urban, Bistrita-Nasaud, Anul 2021, Numar persoane, 674
15 ani, Feminin, Urban, Bistrita-Nasaud, Anul 2022, Numar persoane, 673
15 ani, Feminin, Urban, Bistrita-Nasaud, Anul 2023, Numar persoane, 683
15 ani, Feminin, Urban, Cluj, Anul 2021, Numar persoane, 1825
15 ani, Feminin, Urban, Cluj, Anul 2022, Numar persoane, 1883
15 ani, Feminin, Urban, Cluj, Anul 2023, Numar persoane, 1915
15 ani, Feminin, Urban, Maramures, Anul 2021, Numar persoane, 1526
15 ani, Feminin, Urban, Maramures, Anul 2022, Numar persoane, 1493
15 ani, Feminin, Urban, Maramures, Anul 2023, Numar persoane, 1481
15 ani, Feminin, Urban, Satu Mare, Anul 2021, Numar persoane, 784
15 ani, Feminin, Urban, Satu Mare, Anul 2022, Numar persoane, 763
15 ani, Feminin, Urban, Satu Mare, Anul 2023, Numar persoane, 811
15 ani, Feminin, Urban, Salaj, Anul 2021, Numar persoane, 504
15 ani, Feminin, Urban, Salaj, Anul 2022, Numar persoane, 476
15 ani, Feminin, Urban, Salaj, Anul 2023, Numar persoane, 497
15 ani, Feminin, Urban, Alba, Anul 2021, Numar persoane, 989
15 ani, Feminin, Urban, Alba, Anul 2022, Numar persoane, 1016
15 ani, Feminin, Urban, Alba, Anul 2023, Numar persoane, 1046
15 ani, Feminin, Urban, Brasov, Anul 2021, Numar persoane, 1885
15 ani, Feminin, Urban, Brasov, Anul 2022, Numar persoane, 1901
15 ani, Feminin, Urban, Brasov, Anul 2023, Numar persoane, 1968
15 ani, Feminin, Urban, Covasna, Anul 2021, Numar persoane, 580
15 ani, Feminin, Urban, Covasna, Anul 2022, Numar persoane, 580
15 ani, Feminin, Urban, Covasna, Anul 2023, Numar persoane, 579
15 ani, Feminin, Urban, Harghita, Anul 2021, Numar persoane, 740
15 ani, Feminin, Urban, Harghita, Anul 2022, Numar persoane, 727
15 ani, Feminin, Urban, Harghita, Anul 2023, Numar persoane, 722
15 ani, Feminin, Urban, Mures, Anul 2021, Numar persoane, 1361
15 ani, Feminin, Urban, Mures, Anul 2022, Numar persoane, 1358
15 ani, Feminin, Urban, Mures, Anul 2023, Numar persoane, 1365
15 ani, Feminin, Urban, Sibiu, Anul 2021, Numar persoane, 1279
15 ani, Feminin, Urban, Sibiu, Anul 2022, Numar persoane, 1244
15 ani, Feminin, Urban, Sibiu, Anul 2023, Numar persoane, 1261
15 ani, Feminin, Urban, Bacau, Anul 2021, Numar persoane, 1436
15 ani, Feminin, Urban, Bacau, Anul 2022, Numar persoane, 1558
15 ani, Feminin, Urban, Bacau, Anul 2023, Numar persoane, 1575
15 ani, Feminin, Urban, Botosani, Anul 2021, Numar persoane, 980
15 ani, Feminin, Urban, Botosani, Anul 2022, Numar persoane, 959
15 ani, Feminin, Urban, Botosani, Anul 2023, Numar persoane, 969
15 ani, Feminin, Urban, Iasi, Anul 2021, Numar persoane, 1831
15 ani, Feminin, Urban, Iasi, Anul 2022, Numar persoane, 2065
15 ani, Feminin, Urban, Iasi, Anul 2023, Numar persoane, 2179
15 ani, Feminin, Urban, Neamt, Anul 2021, Numar persoane, 906
15 ani, Feminin, Urban, Neamt, Anul 2022, Numar persoane, 916
15 ani, Feminin, Urban, Neamt, Anul 2023, Numar persoane, 919
15 ani, Feminin, Urban, Suceava, Anul 2021, Numar persoane, 1514
15 ani, Feminin, Urban, Suceava, Anul 2022, Numar persoane, 1546
15 ani, Feminin, Urban, Suceava, Anul 2023, Numar persoane, 1544
15 ani, Feminin, Urban, Vaslui, Anul 2021, Numar persoane, 1051
15 ani, Feminin, Urban, Vaslui, Anul 2022, Numar persoane, 1101
15 ani, Feminin, Urban, Vaslui, Anul 2023, Numar persoane, 1124
15 ani, Feminin, Urban, Braila, Anul 2021, Numar persoane, 904
15 ani, Feminin, Urban, Braila, Anul 2022, Numar persoane, 876
15 ani, Feminin, Urban, Braila, Anul 2023, Numar persoane, 847
15 ani, Feminin, Urban, Buzau, Anul 2021, Numar persoane, 904
15 ani, Feminin, Urban, Buzau, Anul 2022, Numar persoane, 892
15 ani, Feminin, Urban, Buzau, Anul 2023, Numar persoane, 902
15 ani, Feminin, Urban, Constanta, Anul 2021, Numar persoane, 2127
15 ani, Feminin, Urban, Constanta, Anul 2022, Numar persoane, 2243
15 ani, Feminin, Urban, Constanta, Anul 2023, Numar persoane, 2385
15 ani, Feminin, Urban, Galati, Anul 2021, Numar persoane, 1376
15 ani, Feminin, Urban, Galati, Anul 2022, Numar persoane, 1434
15 ani, Feminin, Urban, Galati, Anul 2023, Numar persoane, 1413
15 ani, Feminin, Urban, Tulcea, Anul 2021, Numar persoane, 533
15 ani, Feminin, Urban, Tulcea, Anul 2022, Numar persoane, 539
15 ani, Feminin, Urban, Tulcea, Anul 2023, Numar persoane, 525
15 ani, Feminin, Urban, Vrancea, Anul 2021, Numar persoane, 674
15 ani, Feminin, Urban, Vrancea, Anul 2022, Numar persoane, 664
15 ani, Feminin, Urban, Vrancea, Anul 2023, Numar persoane, 668
15 ani, Feminin, Urban, Arges, Anul 2021, Numar persoane, 1282
15 ani, Feminin, Urban, Arges, Anul 2022, Numar persoane, 1315
15 ani, Feminin, Urban, Arges, Anul 2023, Numar persoane, 1310
15 ani, Feminin, Urban, Calarasi, Anul 2021, Numar persoane, 659
15 ani, Feminin, Urban, Calarasi, Anul 2022, Numar persoane, 657
15 ani, Feminin, Urban, Calarasi, Anul 2023, Numar persoane, 629
15 ani, Feminin, Urban, Dambovita, Anul 2021, Numar persoane, 725
15 ani, Feminin, Urban, Dambovita, Anul 2022, Numar persoane, 701
15 ani, Feminin, Urban, Dambovita, Anul 2023, Numar persoane, 686
15 ani, Feminin, Urban, Giurgiu, Anul 2021, Numar persoane, 393
15 ani, Feminin, Urban, Giurgiu, Anul 2022, Numar persoane, 411
15 ani, Feminin, Urban, Giurgiu, Anul 2023, Numar persoane, 430
15 ani, Feminin, Urban, Ialomita, Anul 2021, Numar persoane, 745
15 ani, Feminin, Urban, Ialomita, Anul 2022, Numar persoane, 782
15 ani, Feminin, Urban, Ialomita, Anul 2023, Numar persoane, 775
15 ani, Feminin, Urban, Prahova, Anul 2021, Numar persoane, 1755
15 ani, Feminin, Urban, Prahova, Anul 2022, Numar persoane, 1748
15 ani, Feminin, Urban, Prahova, Anul 2023, Numar persoane, 1735
15 ani, Feminin, Urban, Teleorman, Anul 2021, Numar persoane, 593
15 ani, Feminin, Urban, Teleorman, Anul 2022, Numar persoane, 591
15 ani, Feminin, Urban, Teleorman, Anul 2023, Numar persoane, 571
15 ani, Feminin, Urban, Ilfov, Anul 2021, Numar persoane, 1235
15 ani, Feminin, Urban, Ilfov, Anul 2022, Numar persoane, 1319
15 ani, Feminin, Urban, Ilfov, Anul 2023, Numar persoane, 1459
15 ani, Feminin, Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 7525
15 ani, Feminin, Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 7999
15 ani, Feminin, Urban, Municipiul Bucuresti, Anul 2023, Numar persoane, 8252
15 ani, Feminin, Urban, Dolj, Anul 2021, Numar persoane, 1507
15 ani, Feminin, Urban, Dolj, Anul 2022, Numar persoane, 1555
15 ani, Feminin, Urban, Dolj, Anul 2023, Numar persoane, 1635
15 ani, Feminin, Urban, Gorj, Anul 2021, Numar persoane, 766
15 ani, Feminin, Urban, Gorj, Anul 2022, Numar persoane, 772
15 ani, Feminin, Urban, Gorj, Anul 2023, Numar persoane, 778
15 ani, Feminin, Urban, Mehedinti, Anul 2021, Numar persoane, 573
15 ani, Feminin, Urban, Mehedinti, Anul 2022, Numar persoane, 544
15 ani, Feminin, Urban, Mehedinti, Anul 2023, Numar persoane, 565
15 ani, Feminin, Urban, Olt, Anul 2021, Numar persoane, 816
15 ani, Feminin, Urban, Olt, Anul 2022, Numar persoane, 876
15 ani, Feminin, Urban, Olt, Anul 2023, Numar persoane, 872
15 ani, Feminin, Urban, Valcea, Anul 2021, Numar persoane, 843
15 ani, Feminin, Urban, Valcea, Anul 2022, Numar persoane, 850
15 ani, Feminin, Urban, Valcea, Anul 2023, Numar persoane, 873
15 ani, Feminin, Urban, Arad, Anul 2021, Numar persoane, 1140
15 ani, Feminin, Urban, Arad, Anul 2022, Numar persoane, 1170
15 ani, Feminin, Urban, Arad, Anul 2023, Numar persoane, 1154
15 ani, Feminin, Urban, Caras-Severin, Anul 2021, Numar persoane, 726
15 ani, Feminin, Urban, Caras-Severin, Anul 2022, Numar persoane, 681
15 ani, Feminin, Urban, Caras-Severin, Anul 2023, Numar persoane, 668
15 ani, Feminin, Urban, Hunedoara, Anul 2021, Numar persoane, 1393
15 ani, Feminin, Urban, Hunedoara, Anul 2022, Numar persoane, 1388
15 ani, Feminin, Urban, Hunedoara, Anul 2023, Numar persoane, 1431
15 ani, Feminin, Urban, Timis, Anul 2021, Numar persoane, 1468
15 ani, Feminin, Urban, Timis, Anul 2022, Numar persoane, 1523
15 ani, Feminin, Urban, Timis, Anul 2023, Numar persoane, 1583
15 ani, Feminin, Rural, Bihor, Anul 2021, Numar persoane, 1795
15 ani, Feminin, Rural, Bihor, Anul 2022, Numar persoane, 1853
15 ani, Feminin, Rural, Bihor, Anul 2023, Numar persoane, 1871
15 ani, Feminin, Rural, Bistrita-Nasaud, Anul 2021, Numar persoane, 1077
15 ani, Feminin, Rural, Bistrita-Nasaud, Anul 2022, Numar persoane, 1078
15 ani, Feminin, Rural, Bistrita-Nasaud, Anul 2023, Numar persoane, 1096
15 ani, Feminin, Rural, Cluj, Anul 2021, Numar persoane, 1376
15 ani, Feminin, Rural, Cluj, Anul 2022, Numar persoane, 1347
15 ani, Feminin, Rural, Cluj, Anul 2023, Numar persoane, 1396
15 ani, Feminin, Rural, Maramures, Anul 2021, Numar persoane, 1127
15 ani, Feminin, Rural, Maramures, Anul 2022, Numar persoane, 1123
15 ani, Feminin, Rural, Maramures, Anul 2023, Numar persoane, 1105
15 ani, Feminin, Rural, Satu Mare, Anul 2021, Numar persoane, 1158
15 ani, Feminin, Rural, Satu Mare, Anul 2022, Numar persoane, 1165
15 ani, Feminin, Rural, Satu Mare, Anul 2023, Numar persoane, 1239
15 ani, Feminin, Rural, Salaj, Anul 2021, Numar persoane, 707
15 ani, Feminin, Rural, Salaj, Anul 2022, Numar persoane, 695
15 ani, Feminin, Rural, Salaj, Anul 2023, Numar persoane, 709
15 ani, Feminin, Rural, Alba, Anul 2021, Numar persoane, 731
15 ani, Feminin, Rural, Alba, Anul 2022, Numar persoane, 710
15 ani, Feminin, Rural, Alba, Anul 2023, Numar persoane, 732
15 ani, Feminin, Rural, Brasov, Anul 2021, Numar persoane, 1036
15 ani, Feminin, Rural, Brasov, Anul 2022, Numar persoane, 1126
15 ani, Feminin, Rural, Brasov, Anul 2023, Numar persoane, 1191
15 ani, Feminin, Rural, Covasna, Anul 2021, Numar persoane, 698
15 ani, Feminin, Rural, Covasna, Anul 2022, Numar persoane, 642
15 ani, Feminin, Rural, Covasna, Anul 2023, Numar persoane, 627
15 ani, Feminin, Rural, Harghita, Anul 2021, Numar persoane, 1094
15 ani, Feminin, Rural, Harghita, Anul 2022, Numar persoane, 1049
15 ani, Feminin, Rural, Harghita, Anul 2023, Numar persoane, 1029
15 ani, Feminin, Rural, Mures, Anul 2021, Numar persoane, 1651
15 ani, Feminin, Rural, Mures, Anul 2022, Numar persoane, 1625
15 ani, Feminin, Rural, Mures, Anul 2023, Numar persoane, 1704
15 ani, Feminin, Rural, Sibiu, Anul 2021, Numar persoane, 950
15 ani, Feminin, Rural, Sibiu, Anul 2022, Numar persoane, 947
15 ani, Feminin, Rural, Sibiu, Anul 2023, Numar persoane, 968
15 ani, Feminin, Rural, Bacau, Anul 2021, Numar persoane, 2241
15 ani, Feminin, Rural, Bacau, Anul 2022, Numar persoane, 2314
15 ani, Feminin, Rural, Bacau, Anul 2023, Numar persoane, 2323
15 ani, Feminin, Rural, Botosani, Anul 2021, Numar persoane, 1530
15 ani, Feminin, Rural, Botosani, Anul 2022, Numar persoane, 1476
15 ani, Feminin, Rural, Botosani, Anul 2023, Numar persoane, 1491
15 ani, Feminin, Rural, Iasi, Anul 2021, Numar persoane, 3078
15 ani, Feminin, Rural, Iasi, Anul 2022, Numar persoane, 3115
15 ani, Feminin, Rural, Iasi, Anul 2023, Numar persoane, 3200
15 ani, Feminin, Rural, Neamt, Anul 2021, Numar persoane, 1747
15 ani, Feminin, Rural, Neamt, Anul 2022, Numar persoane, 1782
15 ani, Feminin, Rural, Neamt, Anul 2023, Numar persoane, 1799
15 ani, Feminin, Rural, Suceava, Anul 2021, Numar persoane, 2516
15 ani, Feminin, Rural, Suceava, Anul 2022, Numar persoane, 2545
15 ani, Feminin, Rural, Suceava, Anul 2023, Numar persoane, 2607
15 ani, Feminin, Rural, Vaslui, Anul 2021, Numar persoane, 1573
15 ani, Feminin, Rural, Vaslui, Anul 2022, Numar persoane, 1549
15 ani, Feminin, Rural, Vaslui, Anul 2023, Numar persoane, 1544
15 ani, Feminin, Rural, Braila, Anul 2021, Numar persoane, 629
15 ani, Feminin, Rural, Braila, Anul 2022, Numar persoane, 605
15 ani, Feminin, Rural, Braila, Anul 2023, Numar persoane, 621
15 ani, Feminin, Rural, Buzau, Anul 2021, Numar persoane, 1359
15 ani, Feminin, Rural, Buzau, Anul 2022, Numar persoane, 1354
15 ani, Feminin, Rural, Buzau, Anul 2023, Numar persoane, 1355
15 ani, Feminin, Rural, Constanta, Anul 2021, Numar persoane, 1398
15 ani, Feminin, Rural, Constanta, Anul 2022, Numar persoane, 1473
15 ani, Feminin, Rural, Constanta, Anul 2023, Numar persoane, 1553
15 ani, Feminin, Rural, Galati, Anul 2021, Numar persoane, 1467
15 ani, Feminin, Rural, Galati, Anul 2022, Numar persoane, 1470
15 ani, Feminin, Rural, Galati, Anul 2023, Numar persoane, 1499
15 ani, Feminin, Rural, Tulcea, Anul 2021, Numar persoane, 574
15 ani, Feminin, Rural, Tulcea, Anul 2022, Numar persoane, 585
15 ani, Feminin, Rural, Tulcea, Anul 2023, Numar persoane, 596
15 ani, Feminin, Rural, Vrancea, Anul 2021, Numar persoane, 1241
15 ani, Feminin, Rural, Vrancea, Anul 2022, Numar persoane, 1288
15 ani, Feminin, Rural, Vrancea, Anul 2023, Numar persoane, 1339
15 ani, Feminin, Rural, Arges, Anul 2021, Numar persoane, 1609
15 ani, Feminin, Rural, Arges, Anul 2022, Numar persoane, 1555
15 ani, Feminin, Rural, Arges, Anul 2023, Numar persoane, 1498
15 ani, Feminin, Rural, Calarasi, Anul 2021, Numar persoane, 1072
15 ani, Feminin, Rural, Calarasi, Anul 2022, Numar persoane, 1074
15 ani, Feminin, Rural, Calarasi, Anul 2023, Numar persoane, 1111
15 ani, Feminin, Rural, Dambovita, Anul 2021, Numar persoane, 1971
15 ani, Feminin, Rural, Dambovita, Anul 2022, Numar persoane, 1931
15 ani, Feminin, Rural, Dambovita, Anul 2023, Numar persoane, 1912
15 ani, Feminin, Rural, Giurgiu, Anul 2021, Numar persoane, 998
15 ani, Feminin, Rural, Giurgiu, Anul 2022, Numar persoane, 1008
15 ani, Feminin, Rural, Giurgiu, Anul 2023, Numar persoane, 1019
15 ani, Feminin, Rural, Ialomita, Anul 2021, Numar persoane, 831
15 ani, Feminin, Rural, Ialomita, Anul 2022, Numar persoane, 853
15 ani, Feminin, Rural, Ialomita, Anul 2023, Numar persoane, 859
15 ani, Feminin, Rural, Prahova, Anul 2021, Numar persoane, 2194
15 ani, Feminin, Rural, Prahova, Anul 2022, Numar persoane, 2119
15 ani, Feminin, Rural, Prahova, Anul 2023, Numar persoane, 2020
15 ani, Feminin, Rural, Teleorman, Anul 2021, Numar persoane, 1025
15 ani, Feminin, Rural, Teleorman, Anul 2022, Numar persoane, 1032
15 ani, Feminin, Rural, Teleorman, Anul 2023, Numar persoane, 1044
15 ani, Feminin, Rural, Ilfov, Anul 2021, Numar persoane, 1561
15 ani, Feminin, Rural, Ilfov, Anul 2022, Numar persoane, 1640
15 ani, Feminin, Rural, Ilfov, Anul 2023, Numar persoane, 1786
15 ani, Feminin, Rural, Dolj, Anul 2021, Numar persoane, 1512
15 ani, Feminin, Rural, Dolj, Anul 2022, Numar persoane, 1500
15 ani, Feminin, Rural, Dolj, Anul 2023, Numar persoane, 1503
15 ani, Feminin, Rural, Gorj, Anul 2021, Numar persoane, 870
15 ani, Feminin, Rural, Gorj, Anul 2022, Numar persoane, 856
15 ani, Feminin, Rural, Gorj, Anul 2023, Numar persoane, 825
15 ani, Feminin, Rural, Mehedinti, Anul 2021, Numar persoane, 653
15 ani, Feminin, Rural, Mehedinti, Anul 2022, Numar persoane, 662
15 ani, Feminin, Rural, Mehedinti, Anul 2023, Numar persoane, 661
